99
axoaxoniccell axoaxoniccell 0 0 0
axoaxoniccell bistratifiedcell 0 0 0
axoaxoniccell cckcell 0 0 0
axoaxoniccell ivycell 0 0 0
axoaxoniccell ngfcell 0 0 0
axoaxoniccell olmcell 0 0 0
axoaxoniccell pyramidalcell 0 0 0
axoaxoniccell pvbasketcell 0 0 0
axoaxoniccell scacell 0 0 0
axoaxoniccell ca3cell 0 0 0
axoaxoniccell eccell 0 0 0
bistratifiedcell axoaxoniccell 0 0 0
bistratifiedcell bistratifiedcell 0 0 0
bistratifiedcell cckcell 0 0 0
bistratifiedcell ivycell 0 0 0
bistratifiedcell ngfcell 0 0 0
bistratifiedcell olmcell 0 0 0
bistratifiedcell pyramidalcell 0 0 0
bistratifiedcell pvbasketcell 0 0 0
bistratifiedcell scacell 0 0 0
bistratifiedcell ca3cell 0 0 0
bistratifiedcell eccell 0 0 0
cckcell axoaxoniccell 0 0 0
cckcell bistratifiedcell 0 0 0
cckcell cckcell 0 0 0
cckcell ivycell 0 0 0
cckcell ngfcell 0 0 0
cckcell olmcell 0 0 0
cckcell pyramidalcell 0 0 0
cckcell pvbasketcell 0 0 0
cckcell scacell 0 0 0
cckcell ca3cell 0 0 0
cckcell eccell 0 0 0
ivycell axoaxoniccell 0 0 0
ivycell bistratifiedcell 0 0 0
ivycell cckcell 0 0 0
ivycell ivycell 0 0 0
ivycell ngfcell 0 0 0
ivycell olmcell 0 0 0
ivycell pyramidalcell 0 0 0
ivycell pvbasketcell 0 0 0
ivycell scacell 0 0 0
ivycell ca3cell 0 0 0
ivycell eccell 0 0 0
ngfcell axoaxoniccell 0 0 0
ngfcell bistratifiedcell 0 0 0
ngfcell cckcell 0 0 0
ngfcell ivycell 0 0 0
ngfcell ngfcell 0 0 0
ngfcell olmcell 0 0 0
ngfcell pyramidalcell 0 0 0
ngfcell pvbasketcell 0 0 0
ngfcell scacell 0 0 0
ngfcell ca3cell 0 0 0
ngfcell eccell 0 0 0
olmcell axoaxoniccell 0 0 0
olmcell bistratifiedcell 0 0 0
olmcell cckcell 0 0 0
olmcell ivycell 0 0 0
olmcell ngfcell 0 0 0
olmcell olmcell 0 0 0
olmcell pyramidalcell 0 0 0
olmcell pvbasketcell 0 0 0
olmcell scacell 0 0 0
olmcell ca3cell 0 0 0
olmcell eccell 0 0 0
pyramidalcell axoaxoniccell 0 0 0
pyramidalcell bistratifiedcell 0 0 0
pyramidalcell cckcell 0 0 0
pyramidalcell ivycell 0 0 0
pyramidalcell ngfcell 0 0 0
pyramidalcell olmcell 0 0 0
pyramidalcell pyramidalcell 0 0 0
pyramidalcell pvbasketcell 0 0 0
pyramidalcell scacell 0 0 0
pyramidalcell ca3cell 0 0 0
pyramidalcell eccell 0 0 0
pvbasketcell axoaxoniccell 0 0 0
pvbasketcell bistratifiedcell 0 0 0
pvbasketcell cckcell 0 0 0
pvbasketcell ivycell 0 0 0
pvbasketcell ngfcell 0 0 0
pvbasketcell olmcell 0 0 0
pvbasketcell pyramidalcell 0 0 0
pvbasketcell pvbasketcell 0 0 0
pvbasketcell scacell 0 0 0
pvbasketcell ca3cell 0 0 0
pvbasketcell eccell 0 0 0
scacell axoaxoniccell 0 0 0
scacell bistratifiedcell 0 0 0
scacell cckcell 0 0 0
scacell ivycell 0 0 0
scacell ngfcell 0 0 0
scacell olmcell 0 0 0
scacell pyramidalcell 0 0 0
scacell pvbasketcell 0 0 0
scacell scacell 0 0 0
scacell ca3cell 0 0 0
scacell eccell 0 0 0
