144
Cell_A Cell_A 0.000000 0.000000 0.000000
Cell_A Cell_ADA 0.000000 0.000000 0.000000
Cell_A Cell_ADANE 0.000000 0.000000 0.000000
Cell_A Cell_ANE 0.000000 0.000000 0.000000
Cell_A Cell_B 0.000000 0.000000 0.000000
Cell_A Cell_BDA 0.000000 0.000000 0.000000
Cell_A Cell_BDANE 0.000000 0.000000 0.000000
Cell_A Cell_BNE 0.000000 0.000000 0.000000
Cell_A Cell_C 0.000000 0.000000 0.000000
Cell_A Cell_CDA 0.000000 0.000000 0.000000
Cell_A Cell_CDANE 0.000000 0.000000 0.000000
Cell_A Cell_CNE 0.000000 0.000000 0.000000
Cell_ADA Cell_A 0.000000 0.000000 0.000000
Cell_ADA Cell_ADA 0.000000 0.000000 0.000000
Cell_ADA Cell_ADANE 0.000000 0.000000 0.000000
Cell_ADA Cell_ANE 0.000000 0.000000 0.000000
Cell_ADA Cell_B 0.000000 0.000000 0.000000
Cell_ADA Cell_BDA 0.000000 0.000000 0.000000
Cell_ADA Cell_BDANE 0.000000 0.000000 0.000000
Cell_ADA Cell_BNE 0.000000 0.000000 0.000000
Cell_ADA Cell_C 0.000000 0.000000 0.000000
Cell_ADA Cell_CDA 0.000000 0.000000 0.000000
Cell_ADA Cell_CDANE 0.000000 0.000000 0.000000
Cell_ADA Cell_CNE 0.000000 0.000000 0.000000
Cell_ADANE Cell_A 0.000000 0.000000 0.000000
Cell_ADANE Cell_ADA 0.000000 0.000000 0.000000
Cell_ADANE Cell_ADANE 0.000000 0.000000 0.000000
Cell_ADANE Cell_ANE 0.000000 0.000000 0.000000
Cell_ADANE Cell_B 0.000000 0.000000 0.000000
Cell_ADANE Cell_BDA 0.000000 0.000000 0.000000
Cell_ADANE Cell_BDANE 0.000000 0.000000 0.000000
Cell_ADANE Cell_BNE 0.000000 0.000000 0.000000
Cell_ADANE Cell_C 0.000000 0.000000 0.000000
Cell_ADANE Cell_CDA 0.000000 0.000000 0.000000
